No.,Estado,Clave.GASIR,SMN.No,GASIR.No,Nombre_estación, Longitud(Grados_decimales) , Latitud(Grados_decimales) ,Longitud ,Latitud ,Superficie(ha) ,Cultivo,Riesgo,Trigger.1,Inicio,Final,Trigger.2A,Trigger.2B,Inicio,Final,Trigger.3A,Trigger.3B,Inicio,Final,Cuota_(%)_2016,Suma_Asegurada($/ha),SumaAsegurada_TOTAL($),PrimaTotal_($),Foli,edo2,clave,cultivo,Acumulado
159,Puebla,ADOPB,21003,52152,Acatlán de Osorio,-98.055,18.277222,-980318,181638,236,Frijol,S-EH,58,15/06/2016,31/07/2016,42,641,01/08/2016,09/09/2016,40,643,10/09/2016,14/10/2016,25.00%,1500,354000,88500,1,Puebla,52152,Frijol,236
160,Puebla,OBSTL,29030,52902,Observatorio,-98.238611,19.316667,-981419,191900,49,Frijol,S-EH,58,15/06/2016,31/07/2016,80,997,01/08/2016,24/09/2016,40,685,25/09/2016,03/11/2016,25.00%,1500,73500,18375,1,Puebla,52902,Frijol,49
161,Puebla,HMTTL,29011,52907,Huamantla,-97.911111,19.315833,-975440,191857,375,Frijol,S-EH,54,15/06/2016,31/07/2016,38,997,01/08/2016,24/09/2016,25,685,25/09/2016,03/11/2016,25.00%,1500,562500,140625,1,Puebla,52907,Frijol,375
162,Puebla,CPPTL,29035,52908,Calpulalpan,-98.563889,19.586111,-983350,193510,79,Frijol,S-EH,54,15/06/2016,31/07/2016,38,997,01/08/2016,24/09/2016,25,685,25/09/2016,03/11/2016,25.00%,1500,118500,29625,1,Puebla,52908,Frijol,79
163,Puebla,SBTVC,30361,33011,Sombrerete,-97.787564,20.892497,-974715.23,205332.99,87.86,Maíz,S-EH,67,01/06/2016,31/07/2016,134,635,01/08/2016,30/09/2016,34,925,01/10/2016,15/11/2016,25.00%,1500,131790,32947.5,1,Puebla,33011,Maíz,87.86
164,Puebla,PRCVC,30132,33012,Poza Rica,-97.478333,20.540833,-972842,203227,161.15,Maíz,S-EH,67,01/06/2016,31/07/2016,134,591,01/08/2016,30/09/2016,34,925,01/10/2016,15/11/2016,25.00%,1500,241725,60431.25,1,Puebla,33012,Maíz,161.15
165,Puebla,ALTVC,30008,33021,Altotonga,-97.250897,19.766419,-971503.23,194559.11,1404.42,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,2106630,526657.5,1,Puebla,33021,Maíz,1404.42
166,Puebla,XXHGR,12199,41260,Xochihuehuetlán,-98.488333,17.903889,-982918,175414,6026,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,9039000,2259750,1,Puebla,41260,Maíz,6026
167,Puebla,JNCMR,17028,51723,Jonacatepec,-98.8,18.7,-984800,184200,2114.5,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,3171750,792937.5,1,Puebla,51723,Maíz,2114.5
168,Puebla,ECHPB,21034,52102,Echeverría,-98.275556,18.966111,-981632,185758,10678.03,Maíz,S-EH,39,15/05/2016,15/06/2016,106,599,16/06/2016,31/08/2016,74,465,01/09/2016,09/11/2016,25.00%,1500,16017045,4004261.25,1,Puebla,52102,Maíz,10678.03
169,Puebla,LIBPB,21119,52111,Libres,-97.691111,19.457222,-974128,192726,8429.59,Maíz,S-EH,,,,91,417,15/05/2016,31/07/2016,82,581,01/08/2016,05/10/2016,25.00%,1500,12644385,3161096.25,1,Puebla,52111,Maíz,8429.59
170,Puebla,CDSPB,21026,52112,Cd. Serdán,-97.441667,18.987222,-972630,185914,17496.61,Maíz,S-EH,,,,140,755,15/05/2016,31/07/2016,120,600,01/08/2016,05/10/2016,25.00%,1500,26244915,6561228.75,1,Puebla,52112,Maíz,17496.61
171,Puebla,HUAPB,21118,52114,Huauchinango,-98.050833,20.176389,-980303,201035,5643.46,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,8465190,2116297.5,1,Puebla,52114,Maíz,5643.46
172,Puebla,XDJPB,21127,52115,Xicotepec de Juárez,-97.956944,20.277222,-975725,201638,3184.99,Maíz,S-EH,88,01/06/2016,31/07/2016,257,1497,01/08/2016,30/09/2016,121,1123,01/10/2016,15/11/2016,25.00%,1500,4777485,1194371.25,1,Puebla,52115,Maíz,3184.99
173,Puebla,TEZPB,21091,52116,Teziutlán,-97.360556,19.818889,-972138,194908,2718.61,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,4077915,1019478.75,1,Puebla,52116,Maíz,2718.61
174,Puebla,SOLPB,21064,52119,La Soledad,-97.446528,19.960817,-972647.5,195738.94,3944.72,Maíz,S-EH,,,,194,1850,15/05/2016,31/07/2016,203,1655,01/08/2016,05/10/2016,25.00%,1500,5917080,1479270,1,Puebla,52119,Maíz,3944.72
175,Puebla,CHIPB,21024,52121,Chietla,-98.579167,18.516111,-983445,183058,5231.84,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,7847760,1961940,1,Puebla,52121,Maíz,5231.84
176,Puebla,PIXPB,21063,52124,Piaxtla,-98.26,18.197778,-981536,181152,12609.6,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,53,553,16/09/2016,31/10/2016,25.00%,1500,18914400,4728600,1,Puebla,52124,Maíz,12609.6
177,Puebla,SMCPB,21148,52125,San Miguel Canoa,-98.103056,19.151944,-980611,190907,8801,Maíz,S-EH,,,,50,565,15/05/2016,31/07/2016,63,600,01/08/2016,05/10/2016,25.00%,1500,13201500,3300375,1,Puebla,52125,Maíz,8801
178,Puebla,IZMPB,21132,52126,Izucar de Matamoros,-98.466389,18.610833,-982759,183639,5037.66,Maíz,S-EH,62,10/06/2016,25/07/2016,88,575,26/07/2016,15/09/2016,40,553,16/09/2016,31/10/2016,25.00%,1500,7556490,1889122.5,1,Puebla,52126,Maíz,5037.66
179,Puebla,HJTPB,21046,52127,Huejotzingo,-98.406389,19.161944,-982423,190943,11779.92,Maíz,S-EH,,,,168,519,15/05/2016,31/07/2016,128,581,01/08/2016,05/10/2016,25.00%,1500,17669880,4417470,1,Puebla,52127,Maíz,11779.92
180,Puebla,CTZPB,21032,52128,Cuetzalan,-97.526822,20.024856,-973136.56,200129.48,5306.83,Maíz,S-EH,88,01/06/2016,31/07/2016,257,1682,01/08/2016,30/09/2016,121,1123,01/10/2016,15/11/2016,25.00%,1500,7960245,1990061.25,1,Puebla,52128,Maíz,5306.83
181,Puebla,VENPB,21142,52130,Venustiano Carranza,-97.675833,20.510278,-974033,203037,2975.43,Maíz,S-EH,67,01/06/2016,31/07/2016,175,835,01/08/2016,30/09/2016,26,1165,01/10/2016,15/11/2016,25.00%,1500,4463145,1115786.25,1,Puebla,52130,Maíz,2975.43
182,Puebla,ACJPB,21136,52143,Acajete,-97.951111,19.103333,-975704,190612,17507.13,Maíz,S-EH,,,,168,519,15/05/2016,31/07/2016,128,581,01/08/2016,05/10/2016,25.00%,1500,26260695,6565173.75,1,Puebla,52143,Maíz,17507.13
183,Puebla,CNGPB,21140,52144,Chignahuapan,-98.050533,19.743639,-980301.92,194437.1,12234.01,Maíz,S-EH,,,,91,417,15/05/2016,31/07/2016,82,581,01/08/2016,05/10/2016,25.00%,1500,18351015,4587753.75,1,Puebla,52144,Maíz,12234.01
184,Puebla,ADOPB,21003,52152,Acatlán de Osorio,-98.055,18.277222,-980318,181638,12762.52,Maíz,S-EH,62,10/06/2016,25/07/2016,88,508,26/07/2016,15/09/2016,40,553,16/09/2016,31/10/2016,25.00%,1500,19143780,4785945,1,Puebla,52152,Maíz,12762.52
185,Puebla,QUIPB,21067,52158,Quimixtlán,-97.105739,19.296764,-970620.66,191748.35,8672,Maíz,S-EH,,,,194,947,15/05/2016,31/07/2016,203,1275,01/08/2016,05/10/2016,25.00%,1500,13008000,3252000,1,Puebla,52158,Maíz,8672
186,Puebla,OBSTL,29030,52902,Observatorio,-98.238611,19.316667,-981419,191900,1166,Maíz,S-EH,,,,168,519,15/05/2016,31/07/2016,128,581,01/08/2016,05/10/2016,25.00%,1500,1749000,437250,1,Puebla,52902,Maíz,1166
187,Puebla,HMTTL,29011,52907,Huamantla,-97.911111,19.315833,-975440,191857,3735.27,Maíz,S-EH,,,,91,417,15/05/2016,31/07/2016,82,581,01/08/2016,05/10/2016,25.00%,1500,5602905,1400726.25,1,Puebla,52907,Maíz,3735.27
188,Puebla,CPPTL,29035,52908,Calpulalpan,-98.563889,19.586111,-983350,193510,506.07,Maíz,S-EH,,,,91,417,15/05/2016,31/07/2016,82,581,01/08/2016,05/10/2016,25.00%,1500,759105,189776.25,1,Puebla,52908,Maíz,506.07
189,Puebla,SJATL,29003,52910,San José Atlanga,-98.199989,19.554542,-981159.96,193316.35,258,Maíz,S-EH,,,,91,417,15/05/2016,31/07/2016,82,581,01/08/2016,05/10/2016,25.00%,1500,387000,96750,1,Puebla,52910,Maíz,258
190,Puebla,XXHGR,12199,41260,Xochihuehuetlán,-98.488333,17.903889,-982918,175414,19,Sorgo,S-EH,58,01/06/2016,15/07/2016,70,561,16/07/2016,31/08/2016,80,501,01/09/2016,31/10/2016,25.00%,1500,28500,7125,1,Puebla,41260,Sorgo,19
191,Puebla,JNCMR,17028,51723,Jonacatepec,-98.8,18.7,-984800,184200,3686,Sorgo,S-EH,58,01/06/2016,15/07/2016,120,653,16/07/2016,31/08/2016,112,627,01/09/2016,31/10/2016,25.00%,1500,5529000,1382250,1,Puebla,51723,Sorgo,3686
192,Puebla,ECHPB,21034,52102,Echeverría,-98.275556,18.966111,-981632,185758,41,Sorgo,S-EH,58,01/06/2016,15/07/2016,120,561,16/07/2016,31/08/2016,112,501,01/09/2016,31/10/2016,25.00%,1500,61500,15375,1,Puebla,52102,Sorgo,41
193,Puebla,CHIPB,21024,52121,Chietla,-98.579167,18.516111,-983445,183058,3024.1,Sorgo,S-EH,58,01/06/2016,15/07/2016,120,653,16/07/2016,31/08/2016,112,627,01/09/2016,31/10/2016,25.00%,1500,4536150,1134037.5,1,Puebla,52121,Sorgo,3024.1
194,Puebla,PIXPB,21063,52124,Piaxtla,-98.26,18.197778,-981536,181152,153,Sorgo,S-EH,50,01/06/2016,15/07/2016,55,653,16/07/2016,31/08/2016,60,627,01/09/2016,31/10/2016,25.00%,1500,229500,57375,1,Puebla,52124,Sorgo,153
195,Puebla,IZMPB,21132,52126,Izucar de Matamoros,-98.466389,18.610833,-982759,183639,2502.9,Sorgo,S-EH,50,01/06/2016,15/07/2016,55,653,16/07/2016,31/08/2016,60,627,01/09/2016,31/10/2016,25.00%,1500,3754350,938587.5,1,Puebla,52126,Sorgo,2502.9
196,Puebla,ADOPB,21003,52152,Acatlán de Osorio,-98.055,18.277222,-980318,181638,133.5,Sorgo,S-EH,50,01/06/2016,15/07/2016,55,403,16/07/2016,31/08/2016,60,299,01/09/2016,31/10/2016,25.00%,1500,200250,50062.5,1,Puebla,52152,Sorgo,133.5
197,Querétaro,AEGGJ,11005,41105,Apaseo el Grande,-100.683333,20.533333,-1004100,203200,13,Frijol,S-EH,35,01/06/2016,31/07/2016,57,368,01/08/2016,20/09/2016,20,407,21/09/2016,15/11/2016,21.50%,1500,19500,4192.5,1,Querétaro,41105,Frijol,13
198,Querétaro,AMCGJ,11105,41106,Ameche,-100.583333,20.55,-1003500,203300,91,Frijol,S-EH,35,01/06/2016,31/07/2016,50,597,01/08/2016,20/09/2016,20,520,21/09/2016,15/11/2016,21.50%,1500,136500,29347.5,1,Querétaro,41106,Frijol,91
199,Querétaro,CNSQT,22028,42204,Constitución de 1917,-100.0725,20.418333,-1000421,202506,176,Frijol,S-EH,35,01/06/2016,31/07/2016,57,368,01/08/2016,20/09/2016,20,407,21/09/2016,15/11/2016,21.50%,1500,264000,56760,1,Querétaro,42204,Frijol,176
200,Querétaro,BATQT,22004,42205,El Batán,-100.424311,20.504644,-1002527.52,203016.72,186,Frijol,S-EH,35,01/06/2016,31/07/2016,57,368,01/08/2016,20/09/2016,20,407,21/09/2016,15/11/2016,21.50%,1500,279000,59985,1,Querétaro,42205,Frijol,186
201,Querétaro,JRQQT,22045,42208,Juriquilla,-100.45,20.7,-1002700,204200,378,Frijol,S-EH,35,01/06/2016,31/07/2016,57,368,01/08/2016,20/09/2016,20,407,21/09/2016,15/11/2016,21.50%,1500,567000,121905,1,Querétaro,42208,Frijol,378
202,Querétaro,CARQT,22027,42215,Carrillo,-100.435556,20.604167,-1002608,203615,292,Frijol,S-EH,35,01/06/2016,31/07/2016,57,368,01/08/2016,20/09/2016,20,407,21/09/2016,15/11/2016,21.50%,1500,438000,94170,1,Querétaro,42215,Frijol,292
203,Querétaro,PNDMX,15273,51532,Ñado,-99.695428,20.048333,-994143.54,200254,12,Frijol,S-EH,35,01/06/2016,31/07/2016,57,1046,01/08/2016,20/09/2016,20,863,21/09/2016,15/11/2016,21.50%,1500,18000,3870,1,Querétaro,51532,Frijol,12
204,Querétaro,AEGGJ,11005,41105,Apaseo el Grande,-100.683333,20.533333,-1004100,203200,192,Maiz,S-EH,,,,110,589,01/06/2016,31/07/2016,109,650,01/08/2016,31/10/2016,21.50%,1500,288000,61920,1,Querétaro,41105,Maiz,192
205,Querétaro,AMCGJ,11105,41106,Ameche,-100.583333,20.55,-1003500,203300,617,Maiz,S-EH,,,,70,589,01/06/2016,31/07/2016,109,650,01/08/2016,31/10/2016,21.50%,1500,925500,198982.5,1,Querétaro,41106,Maiz,617
206,Querétaro,CNSQT,22028,42204,Constitución de 1917,-100.0725,20.418333,-1000421,202506,13333,Maiz,S-EH,,,,90,600,01/06/2016,31/07/2016,80,655,01/08/2016,31/10/2016,21.50%,1500,19999500,4299892.5,1,Querétaro,42204,Maiz,13333
207,Querétaro,BATQT,22004,42205,El Batán,-100.424311,20.504644,-1002527.52,203016.72,8437.12,Maiz,S-EH,,,,60,700,01/06/2016,31/07/2016,90,650,01/08/2016,31/10/2016,21.50%,1500,12655680,2720971.2,1,Querétaro,42205,Maiz,8437.12
208,Querétaro,JRQQT,22045,42208,Juriquilla,-100.45,20.7,-1002700,204200,3100,Maiz,S-EH,,,,50,600,01/06/2016,31/07/2016,60,650,01/08/2016,31/10/2016,21.50%,1500,4650000,999750,1,Querétaro,42208,Maiz,3100
209,Querétaro,PNDMX,15273,51532,Ñado,-99.695428,20.048333,-994143.54,200254,938,Maiz,S-EH,,,,110,700,01/06/2016,31/07/2016,90,780,01/08/2016,31/10/2016,21.50%,1500,1407000,302505,1,Querétaro,51532,Maiz,938
210,Sinaloa,GTNSI,25041,12530,Guatenipa,-107.225,25.344444,-1071330,252040,957,Maíz,S-EH,36,16/06/2016,21/07/2016,130,516,22/07/2016,31/08/2016,54,613,01/09/2016,03/11/2016,19.71%,1500,1435500,282937.05,1,Sinaloa,12530,Maíz,957
211,Sinaloa,ALMSI,25033,12531,Adolfo López Mateos,-107.383333,25.090278,-1072300,250525,2362,Maíz,S-EH,36,16/06/2016,21/07/2016,130,516,22/07/2016,31/08/2016,54,613,01/09/2016,03/11/2016,19.71%,1500,3543000,698325.3,1,Sinaloa,12531,Maíz,2362
212,Sinaloa,SNLSI,25081,12532,Sanalona,-107.158333,24.813889,-1070930,244850,2114,Maíz,S-EH,36,16/06/2016,21/07/2016,130,516,22/07/2016,31/08/2016,54,613,01/09/2016,03/11/2016,19.71%,1500,3171000,625004.1,1,Sinaloa,12532,Maíz,2114
213,Sinaloa,CLCSI,25015,12534,Culiacán,-107.4,24.816667,-1072400,244900,1639,Maíz,S-EH,25,16/06/2016,21/07/2016,115,516,22/07/2016,31/08/2016,37,613,01/09/2016,03/11/2016,19.71%,1500,2458500,484570.35,1,Sinaloa,12534,Maíz,1639
214,Sinaloa,GMCSI,25037,12539,Guamúchil,-108.091667,25.469444,-1080530,252810,1564.69,Maíz,S-EH,25,16/06/2016,21/07/2016,90,439,22/07/2016,31/08/2016,37,718,01/09/2016,03/11/2016,19.71%,1500,2347035,462600.6,1,Sinaloa,12539,Maíz,1564.69
215,Sinaloa,SQRSI,25091,12541,Siqueros,-106.25,23.35,-1061500,232100,1566,Maíz,S-EH,25,16/06/2016,21/07/2016,115,516,22/07/2016,31/08/2016,37,613,01/09/2016,03/11/2016,19.71%,1500,2349000,462987.9,1,Sinaloa,12541,Maíz,1566
216,Sinaloa,JLPSI,25183,12542,José López Portillo,-106.807781,24.571389,-1064828.01,243417,1297,Maíz,S-EH,36,16/06/2016,21/07/2016,115,640,22/07/2016,31/08/2016,37,655,01/09/2016,03/11/2016,19.71%,1500,1945500,383458.05,1,Sinaloa,12542,Maíz,1297
217,Sinaloa,LCRSI,25050,12556,La Cruz,-106.9,23.916667,-1065400,235500,287,Maíz,S-EH,25,16/06/2016,21/07/2016,115,516,22/07/2016,31/08/2016,37,613,01/09/2016,03/11/2016,19.71%,1500,430500,84851.55,1,Sinaloa,12556,Maíz,287
218,Sinaloa,QLTSI,25031,12558,Quelite,-106.466667,23.5625,-1062800,233345,257,Maíz,S-EH,25,16/06/2016,21/07/2016,70,439,22/07/2016,31/08/2016,37,718,01/09/2016,03/11/2016,19.71%,1500,385500,75982.05,1,Sinaloa,12558,Maíz,257
219,Sinaloa,RSRSI,25078,12560,Rosario,-105.85,22.983333,-1055100,225900,1996,Maíz,S-EH,36,16/06/2016,21/07/2016,130,516,22/07/2016,31/08/2016,54,613,01/09/2016,03/11/2016,19.71%,1500,2994000,590117.4,1,Sinaloa,12560,Maíz,1996
220,Sinaloa,TMZDR,10082,21040,Tamazula,-106.968172,24.971478,-1065805.42,245817.32,385,Maíz,S-EH,36,16/06/2016,21/07/2016,130,516,22/07/2016,31/08/2016,54,613,01/09/2016,03/11/2016,19.71%,1500,577500,113825.25,1,Sinaloa,21040,Maíz,385
221,Sinaloa,JNASI,25046,12525,Jaina,-108.013889,25.9,-1080050,255400,3052,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,476,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,4578000,902323.8,1,Sinaloa,12525,Sorgo,3052
222,Sinaloa,GTNSI,25041,12530,Guatenipa,-107.225,25.344444,-1071330,252040,1324,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,476,22/07/2016,04/09/2016,50,622,05/09/2016,03/11/2016,19.71%,1500,1986000,391440.6,1,Sinaloa,12530,Sorgo,1324
223,Sinaloa,ALMSI,25033,12531,Adolfo López Mateos,-107.383333,25.090278,-1072300,250525,8269,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,596,22/07/2016,04/09/2016,50,669,05/09/2016,03/11/2016,19.71%,1500,12403500,2444729.85,1,Sinaloa,12531,Sorgo,8269
224,Sinaloa,SNLSI,25081,12532,Sanalona,-107.158333,24.813889,-1070930,244850,5698,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,596,22/07/2016,04/09/2016,50,622,05/09/2016,03/11/2016,19.71%,1500,8547000,1684613.7,1,Sinaloa,12532,Sorgo,5698
225,Sinaloa,CLCSI,25015,12534,Culiacán,-107.4,24.816667,-1072400,244900,10002,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,476,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,15003000,2957091.3,1,Sinaloa,12534,Sorgo,10002
226,Sinaloa,GMCSI,25037,12539,Guamúchil,-108.091667,25.469444,-1080530,252810,8994.3,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,476,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,13491450,2659164.8,1,Sinaloa,12539,Sorgo,8994.3
227,Sinaloa,SQRSI,25091,12541,Siqueros,-106.25,23.35,-1061500,232100,2800,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,596,22/07/2016,04/09/2016,50,669,05/09/2016,03/11/2016,19.71%,1500,4200000,827820,1,Sinaloa,12541,Sorgo,2800
228,Sinaloa,QLTSI,25031,12558,Quelite,-106.466667,23.5625,-1062800,233345,1493,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,596,22/07/2016,04/09/2016,34,669,05/09/2016,03/11/2016,19.71%,1500,2239500,441405.45,1,Sinaloa,12558,Sorgo,1493
229,Sinaloa,RSRSI,25078,12560,Rosario,-105.85,22.983333,-1055100,225900,158,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,596,22/07/2016,04/09/2016,50,669,05/09/2016,03/11/2016,19.71%,1500,237000,46712.7,1,Sinaloa,12560,Sorgo,158
230,Sinaloa,ZOPSI,25178,12562,El Zopilote,-108.359722,25.741667,-1082135,254430,3903.9,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,476,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,5855850,1154188.04,1,Sinaloa,12562,Sorgo,3903.9
231,Sinaloa,BDRSI,25110,12596,Badiraguato,-107.54,25.33,-1073224,251948,6787.2,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,596,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,10180800,2006635.68,1,Sinaloa,12596,Sorgo,6787.2
232,Sinaloa,SLRSI,25081,12597,San Lorenzo,-107.1,24.8,-1070560,244800,4800,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,596,22/07/2016,04/09/2016,50,622,05/09/2016,03/11/2016,19.71%,1500,7200000,1419120,1,Sinaloa,12597,Sorgo,4800
233,Sinaloa,GSVSI,25038,12598,Guasave,-108.461111,25.5625,-1082740,253345,2602.6,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,476,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,3903900,769458.69,1,Sinaloa,12598,Sorgo,2602.6
234,Sinaloa,EBLSI,25115,12599,Eustaquio Buelna,-108.07,25.48,-1080412,252848,7693,Sorgo,S-EH,25,05/06/2016,21/07/2016,38,476,22/07/2016,04/09/2016,20,622,05/09/2016,03/11/2016,19.71%,1500,11539500,2274435.45,1,Sinaloa,12599,Sorgo,7693
235,Sinaloa,TMZDR,10082,21040,Tamazula,-106.968172,24.971478,-1065805.42,245817.32,4747,Sorgo,S-EH,36,05/06/2016,21/07/2016,122,596,22/07/2016,04/09/2016,50,622,05/09/2016,03/11/2016,19.71%,1500,7120500,1403450.55,1,Sinaloa,21040,Sorgo,4747
236,Tlaxcala,LIBPB,21119,52111,Libres,-97.691111,19.457222,-974128,192726,3710.17,Maíz,S-EH,31.7/85,15/05/2016,04/07/2016,27.9/88.5,340.2/363.5,05/07/2016,08/09/2016,23.4/70,286.8/336,09/09/2016,14/11/2016,30.00%,1500,5565255,1669576.5,1,Tlaxcala,21119,Maíz,3710.17
237,Tlaxcala,ACJPB,21136,52143,Acajete,-97.951111,19.103333,-975704,190612,774,Maíz,S-EH,47.7/119,15/05/2016,04/07/2016,18.3/137.5,676/704.2,05/07/2016,08/09/2016,17/104,393.1/429.2,09/09/2016,14/11/2016,30.00%,1500,1161000,348300,1,Tlaxcala,21136,Maíz,774
238,Tlaxcala,SJATL,29003,52910,San José Atlanga,-98.199989,19.554542,-981159.96,193316.35,6381.71,Maíz,S-EH,55/93.5,15/05/2016,04/07/2016,110.2/180.4,471.6/502.5,05/07/2016,08/09/2016,24.8/88,282.5/304.1,09/09/2016,14/11/2016,30.00%,1500,9572565,2871769.5,1,Tlaxcala,29003,Maíz,6381.71
239,Tlaxcala,HMTTL,29011,52907,Huamantla,-97.911111,19.315833,-975440,191857,11646.74,Maíz,S-EH,27.7/89.5,15/05/2016,04/07/2016,59.4/132,539.7/601.3,05/07/2016,08/09/2016,15.4/78,299.4/324.7,09/09/2016,14/11/2016,30.00%,1500,17470110,5241033,1,Tlaxcala,29011,Maíz,11646.74
240,Tlaxcala,CPPTL,29035,52908,Calpulalpan,-98.563889,19.586111,-983350,193510,3476.63,Maíz,S-EH,27.1/84,15/05/2016,04/07/2016,87.8/120,523.4/579,05/07/2016,08/09/2016,23.7/78,263.2/300.6,09/09/2016,14/11/2016,30.00%,1500,5214945,1564483.5,1,Tlaxcala,29035,Maíz,3476.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,710970.46,,,,,,,,,,,,,,,,1066455690,227057212,,,,,
